name,school,subschool,descriptor,spell_level,Sorcerer,Wizard,Cleric,Druid,Ranger,Bard,Paladin,Alchemist,Summoner,Witch,Inquisitor,Oracle,Antipaladin,Magus,Adept,Bloodrager,Shaman,Psychic,Medium,Mesmerist,Occultist,Spiritualist,Skald,Investigator,Hunter,SLA_Level,domain,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water
"Reinforce Armaments, Communal",Transmutation,,,"cleric/oracle 2, magus 2, sorcerer/wizard 2, witch 2, occultist 2",2,2,2,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reloading Hands,Conjuration,creation,,"magus 2, ranger 2, sorcerer/wizard 2",2,2,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resinous Skin,Transmutation,,,"alchemist 3, druid 3, sorcerer/wizard 3, bloodrager 3, psychic 3",3,3,NULL,3,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Resist Energy, Communal",Abjuration,,,"alchemist 3, cleric/oracle 3, druid 3, inquisitor 3, paladin 3, ranger 3, sorcerer/wizard 3, summoner/unchained summoner 3, occultist 3, psychic 3",3,3,3,3,3,NULL,3,3,3,NULL,3,3,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,3,NULL,NULL,NULL,3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Returning Weapon,Conjuration,teleportation,,"bard 2, cleric/oracle 2, inquisitor 1, magus 1, ranger 1, sorcerer/wizard 2, witch 2, bloodrager 1, occultist 1, psychic 2",2,2,2,NULL,1,2,NULL,NULL,NULL,2,1,2,NULL,1,NULL,1,NULL,2,NULL,NULL,1,NULL,NULL,NULL,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Returning Weapon, Communal",Conjuration,teleportation,,"bard 3, cleric/oracle 3, inquisitor 2, magus 2, ranger 2, sorcerer/wizard 3, witch 3, occultist 2, psychic 3",3,3,3,NULL,2,3,NULL,NULL,NULL,3,2,3,NULL,2,NULL,NULL,NULL,3,NULL,NULL,2,NULL,NULL,NULL,2,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricochet Shot,Evocation,,,"ranger 2, sorcerer/wizard 2",2,2,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
See Alignment,Divination,,,"alchemist 1, bard 1, sorcerer/wizard 1, psychic 1",1,1,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shadow Bomb Admixture,Conjuration,creation,,alchemist 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Share Language, Communal",Divination,,,"bard 2, cleric/oracle 3, druid 3, sorcerer/wizard 3, occultist 3, psychic 2, mesmerist 2",3,3,3,3,NULL,2,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,2,NULL,2,3,NULL,NULL,NULL,3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shock Shield,Abjuration,,"electricity, force","alchemist 1, magus 1, sorcerer/wizard 1, bloodrager 1, occultist 1",1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shocking Image,Illusion,figment,electricity,"bard 4, sorcerer/wizard 4, bloodrager 4, occultist 4, mesmerist 4",4,4,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,4,4,NULL,NULL,NULL,NULL,4,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siege Of Trees,Transmutation,,,druid 7,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siege of Trees, Greater",Transmutation,,,druid 9,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spell Immunity, Communal",Abjuration,,,"cleric/oracle 5, inquisitor 5, occultist 5, psychic 5",NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,5,NULL,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spell Immunity, Greater Communal",Abjuration,,,"cleric/oracle 9, psychic 9",NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spider Climb, Communal",Transmutation,,,"alchemist 3, druid 3, sorcerer/wizard 3, summoner/unchained summoner 3, occultist 3, psychic 3",3,3,NULL,3,NULL,NULL,NULL,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,3,NULL,NULL,NULL,3,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spontaneous Immolation,Evocation,,fire,"sorcerer/wizard 2, psychic 2",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stabilize Powder,Transmutation,,,"sorcerer/wizard 2, witch 2",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stoneskin, Communal",Abjuration,,,"alchemist 5, druid 6, inquisitor 5, sorcerer/wizard 5, summoner 4, psychic 5, unchained summoner 5",5,5,NULL,6,NULL,NULL,NULL,5,4,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,6,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summoner Conduit,Necromancy,,,"cleric/oracle 4, sorcerer/wizard 5, summoner/unchained summoner 4, witch 5, occultist 4, psychic 5",5,5,4,NULL,NULL,NULL,NULL,NULL,4,5,NULL,4,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,4,NULL,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Metal,Transmutation,,fire,"cleric/oracle 1, paladin 1, ranger 1",NULL,NULL,1,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Symbol Of Striking,Illusion,shadow,,"cleric/oracle 5, magus 5, sorcerer/wizard 5, witch 5",5,5,5,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,5,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tactical Acumen,Enchantment,compulsion,mind-affecting,"bard 2, inquisitor 2, magus 2, paladin 1, sorcerer/wizard 2, occultist 2, psychic 2, medium 2",2,2,NULL,NULL,NULL,2,1,NULL,NULL,NULL,2,NULL,NULL,2,NULL,NULL,NULL,2,2,NULL,2,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tar Pool,Transmutation,,"earth, fire","druid 6, sorcerer/wizard 6, summoner 5, unchained summoner 6",6,6,NULL,6,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,6,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Targeted Bomb Admixture,Transmutation,,,alchemist 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telekinetic Assembly,Transmutation,,,"magus 2, sorcerer/wizard 2, occultist 2, psychic 2",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,2,NULL,NULL,2,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telekinetic Charge,Evocation,,force,"sorcerer/wizard 4, bloodrager 4, psychic 4, spiritualist 4",4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,4,NULL,NULL,NULL,4,NULL,NULL,NULL,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Terrain Bond,Enchantment,compulsion,mind-affecting,ranger 4,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Thunder Fire,Transmutation,,,"bard 2, sorcerer/wizard 2, witch 2",2,2,NULL,NULL,NULL,2,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tongues, Communal",Divination,,,"alchemist 4, bard 3, cleric/oracle 5, sorcerer/wizard 4, summoner/unchained summoner 4, witch 4, psychic 4, mesmerist 3",4,4,5,NULL,NULL,3,NULL,4,4,4,NULL,5,NULL,NULL,NULL,NULL,NULL,4,NULL,3,NULL,NULL,NULL,NULL,NULL,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Touch Injection,Transmutation,,,"alchemist 2, sorcerer/wizard 3, psychic 3",3,3,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Twisted Space,Transmutation,,,"magus 2, sorcerer/wizard 2, summoner/unchained summoner 2, psychic 2",2,2,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unerring Weapon,Transmutation,,,"inquisitor 1, magus 1, sorcerer/wizard 1, witch 1, bloodrager 1, occultist 2, psychic 1, medium 1",1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,1,NULL,1,NULL,1,1,NULL,2,NULL,NULL,NULL,NULL,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viper Bomb Admixture,Conjuration,creation,,alchemist 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walk Through Space,Conjuration,teleportation,,"alchemist 6, magus 6, sorcerer/wizard 7, summoner/unchained summoner 6, witch 7, psychic 7",7,7,NULL,NULL,NULL,NULL,NULL,6,6,7,NULL,NULL,NULL,6,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warding Weapon,Abjuration,,,"magus 1, sorcerer/wizard 2, summoner/unchained summoner 2, bloodrager 1, occultist 1, psychic 2",2,2,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,1,NULL,1,NULL,2,NULL,NULL,1,NULL,NULL,NULL,NULL,2,Duels (2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Water Walk, Communal",Transmutation,,water,"cleric/oracle 2, ranger 2, psychic 4",NULL,NULL,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Weaken Powder,Transmutation,,,"druid 1, sorcerer/wizard 1, witch 1",1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilderness Soldiers,Transmutation,,,"druid 2, ranger 2",NULL,NULL,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wreath of Blades,Abjuration,,,"magus 4, sorcerer/wizard 5, summoner/unchained summoner 5, witch 5, bloodrager 4, occultist 4, psychic 5",5,5,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,4,NULL,4,NULL,5,NULL,NULL,4,NULL,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aspect of the Nightingale,Transmutation,polymorph,,"bard 1, cleric/oracle 1, druid 1, paladin 1, ranger 1",NULL,NULL,1,1,1,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vampiric Hunger,Necromancy,polymorph,evil,"antipaladin 3, cleric/oracle 3, druid 3, sorcerer/wizard 3, witch 3",3,3,3,3,NULL,NULL,NULL,NULL,NULL,3,NULL,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Daemon Ward,Necromancy,,,"cleric/oracle 4, druid 5, paladin 4, sorcerer/wizard 4, witch 4",4,4,4,5,NULL,NULL,4,NULL,NULL,4,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death Knell Aura,Necromancy,,"death, evil","cleric/oracle 4, inquisitor 4, sorcerer/wizard 4, witch 4",4,4,4,NULL,NULL,NULL,NULL,NULL,NULL,4,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Death Knell Aura, Greater",Necromancy,,"death, evil","cleric/oracle 6, inquisitor 6, sorcerer/wizard 6, witch 6",6,6,6,NULL,NULL,NULL,NULL,NULL,NULL,6,6,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Scourge of the Horsemen,Necromancy,,"acid, evil","cleric/oracle 9, sorcerer/wizard 9",9,9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Cacodaemon,Conjuration,summoning,evil,"cleric/oracle 2, sorcerer/wizard 2, summoner/unchained summoner 2, witch 2",2,2,2,NULL,NULL,NULL,NULL,NULL,2,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Summon Cacodaemon, Greater",Conjuration,summoning,evil,"cleric/oracle 4, sorcerer/wizard 4, summoner/unchained summoner 3, witch 4",4,4,4,NULL,NULL,NULL,NULL,NULL,3,4,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Ceustodaemon,Conjuration,summoning,evil,"cleric/oracle 5, sorcerer/wizard 5, summoner/unchained summoner 4, witch 5",5,5,5,NULL,NULL,NULL,NULL,NULL,4,5,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Derghodaemon,Conjuration,summoning,evil,"cleric/oracle 9, sorcerer/wizard 9, witch 9",9,9,9,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Erodaemon,Conjuration,summoning,evil,"cleric/oracle 8, sorcerer/wizard 8, summoner/unchained summoner 6, witch 8",8,8,8,NULL,NULL,NULL,NULL,NULL,6,8,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Meladaemon,Conjuration,summoning,evil,"cleric/oracle 8, sorcerer/wizard 8, summoner/unchained summoner 6, witch 8",8,8,8,NULL,NULL,NULL,NULL,NULL,6,8,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Summon Thanadaemon,Conjuration,summoning,evil,"cleric/oracle 9, sorcerer/wizard 9, witch 9",9,9,9,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Call the Void,Evocation,,,"sorcerer/wizard 3, witch 3",3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Spot,Necromancy,,,"cleric/oracle 4, sorcerer/wizard 5, witch 4",5,5,4,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvage,Transmutation,,,"cleric/oracle 9, sorcerer/wizard 9",9,9,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skeleton Crew,Necromancy,,,"cleric/oracle 3, sorcerer/wizard 4, summoner/unchained summoner 4, witch 4",4,4,3,NULL,NULL,NULL,NULL,NULL,4,4,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Track Ship,Divination,scrying,travel,"bard 2, cleric/oracle 2, sorcerer/wizard 2",2,2,2,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unseen Crew,Conjuration,creation,,"bard 4, sorcerer/wizard 5, summoner/unchained summoner 5, witch 5",5,5,NULL,NULL,NULL,4,NULL,NULL,5,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advanced Scurvy,Necromancy,,"disease, evil","cleric/oracle 1, druid 1",NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloud Of Seasickness,Conjuration,creation,poison,"cleric/oracle 2, druid 2, sorcerer/wizard 2",2,2,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Submerge Ship,Transmutation,,,"cleric/oracle 7, sorcerer/wizard 7",7,7,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heroic Fortune,Evocation,,,"alchemist 2, bard 2, cleric/oracle 2, paladin 3",NULL,NULL,2,NULL,NULL,2,3,2,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Heroic Fortune, Mass",Evocation,,,"bard 4, cleric/oracle 5",NULL,NULL,5,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Severed Fate,Enchantment,,,"cleric/oracle 3, witch 2",NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unravel Destiny,Divination,,,"cleric/oracle 3, sorcerer/wizard 3, witch 3",3,3,3,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Embrace Destiny,Divination,,,"oracle 1, sorcerer/wizard 2, witch 2",2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Groundswell,Transmutation,,earth,"cleric/oracle 2, druid 2, magus 2, ranger 2",NULL,NULL,2,2,2,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ironbeard,Transmutation,,,"antipaladin 1, cleric/oracle 1, magus 1, paladin 1, ranger 1",NULL,NULL,1,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
